stock,trades,total_return,ann_return,sharpe,max_drawdown
168701.SZ,12,-0.054293036718217946,-0.01197166280166495,-0.18664500288916555,-0.30844622114905623
603337.SH,25,0.2367894459533526,0.030666548154558937,0.03863821995137267,-0.466521052770136
000910.SZ,18,-0.04268911337411618,-0.006181618632102426,-0.15309091462442806,-0.4000927492792613
200020.SZ,6,-0.07507361829763526,-0.01103704022485863,-0.3381836335717171,-0.23434479718749948
603327.SH,23,-0.44508275525436236,-0.0980599217168856,-0.4158063963537069,-0.6621049815208258
301167.SZ,11,0.5056842885155224,0.1340198790531506,0.35503819693218136,-0.3725845419624492
123160.SZ,1,-0.0279621281338166,-0.011801650147079124,-1.5412227841967416,-0.03165664789605814
601018.SH,4,0.09143434553365304,0.0125131595368706,-0.06869965745713598,-0.18787066309728334
002043.SZ,23,-0.40757907421032724,-0.07171035218091415,-0.33897343457314405,-0.6290600390053749
688655.SH,11,0.981730524622348,0.1984763066496018,0.5149066006836654,-0.30635838150289024
300709.SZ,19,-0.10794830067355943,-0.01610481318069279,-0.222090038504899,-0.489051393728091
300315.SZ,16,-0.34923532488197206,-0.05923407304685191,-0.252045366144679,-0.6987896381672413
688389.SH,20,-0.3330781398638566,-0.0740416004953548,-0.5250380589258827,-0.5085529909157588
600309.SH,32,0.17483502696062692,0.0246567126709043,0.04188457350653828,-0.16641831271927401
